name,perc_no_hc,perc_hc
"Nez Perce County, Idaho",0.132090471,0.867909529
"Oneida County, Idaho",0.088836105,0.911163895
"Owyhee County, Idaho",0.279294451,0.720705549
"Payette County, Idaho",0.220877997,0.779122003
"Power County, Idaho",0.143154878,0.856845122
"Shoshone County, Idaho",0.185950413,0.814049587
"Teton County, Idaho",0.215686275,0.784313725
"Twin Falls County, Idaho",0.186811773,0.813188227
"Valley County, Idaho",0.194676409,0.805323591
"Washington County, Idaho",0.179194834,0.820805166
"Adams County, Illinois",0.089080329,0.910919671
"Alexander County, Illinois",0.182350592,0.817649408
"Bond County, Illinois",0.071770915,0.928229085
"Boone County, Illinois",0.109062122,0.890937878
"Brown County, Illinois",0.075114679,0.924885321
"Bureau County, Illinois",0.102597326,0.897402674
"Calhoun County, Illinois",0.056497175,0.943502825
"Carroll County, Illinois",0.101489319,0.898510681
"Cass County, Illinois",0.102946718,0.897053282
"Champaign County, Illinois",0.093424016,0.906575984
"Christian County, Illinois",0.096363748,0.903636252
"Clark County, Illinois",0.098974615,0.901025385
"Clay County, Illinois",0.109759715,0.890240285
"Clinton County, Illinois",0.070030267,0.929969733
"Coles County, Illinois",0.120643077,0.879356923
"Cook County, Illinois",0.158986296,0.841013704
"Crawford County, Illinois",0.103115687,0.896884313
"Cumberland County, Illinois",0.079573877,0.920426123
"DeKalb County, Illinois",0.100354429,0.899645571
"De Witt County, Illinois",0.09135329,0.90864671
"Douglas County, Illinois",0.193100996,0.806899004
"DuPage County, Illinois",0.091369935,0.908630065
"Edgar County, Illinois",0.09068559,0.90931441
"Edwards County, Illinois",0.088244137,0.911755863
"Effingham County, Illinois",0.081345223,0.918654777
"Fayette County, Illinois",0.135239754,0.864760246
"Ford County, Illinois",0.105649466,0.894350534
"Franklin County, Illinois",0.119582644,0.880417356
"Fulton County, Illinois",0.086639347,0.913360653
"Gallatin County, Illinois",0.118394403,0.881605597
"Greene County, Illinois",0.100507387,0.899492613
"Grundy County, Illinois",0.086268382,0.913731618
"Hamilton County, Illinois",0.11384764,0.88615236
"Hancock County, Illinois",0.09642953,0.90357047
"Hardin County, Illinois",0.083233676,0.916766324
"Henderson County, Illinois",0.086583798,0.913416202
"Henry County, Illinois",0.074321308,0.925678692
"Iroquois County, Illinois",0.094258873,0.905741127
"Jackson County, Illinois",0.110051876,0.889948124
"Jasper County, Illinois",0.092046284,0.907953716
"Jefferson County, Illinois",0.114399978,0.885600022
"Jersey County, Illinois",0.095070108,0.904929892
"Jo Daviess County, Illinois",0.074425081,0.925574919
"Johnson County, Illinois",0.113365599,0.886634401
"Kane County, Illinois",0.128329877,0.871670123
"Kankakee County, Illinois",0.108668291,0.891331709
"Kendall County, Illinois",0.063704533,0.936295467
"Knox County, Illinois",0.10792987,0.89207013
"Lake County, Illinois",0.109082659,0.890917341
"LaSalle County, Illinois",0.100730722,0.899269278
"Lawrence County, Illinois",0.091771869,0.908228131
"Lee County, Illinois",0.095994138,0.904005862
"Livingston County, Illinois",0.080449726,0.919550274
"Logan County, Illinois",0.072814729,0.927185271
"McDonough County, Illinois",0.089972206,0.910027794
"McHenry County, Illinois",0.086169279,0.913830721
"McLean County, Illinois",0.068864024,0.931135976
"Macon County, Illinois",0.09951323,0.90048677
"Macoupin County, Illinois",0.092354228,0.907645772
"Madison County, Illinois",0.090911488,0.909088512
"Marion County, Illinois",0.112378361,0.887621639
"Marshall County, Illinois",0.092306414,0.907693586
"Mason County, Illinois",0.108963466,0.891036534
"Massac County, Illinois",0.132837621,0.867162379
"Menard County, Illinois",0.07313947,0.92686053
"Mercer County, Illinois",0.065739174,0.934260826
"Monroe County, Illinois",0.056633424,0.943366576
"Montgomery County, Illinois",0.069069193,0.930930807
"Morgan County, Illinois",0.095569225,0.904430775
"Moultrie County, Illinois",0.131436407,0.868563593
"Ogle County, Illinois",0.084197833,0.915802167
"Peoria County, Illinois",0.100150407,0.899849593
"Perry County, Illinois",0.110326169,0.889673831
"Piatt County, Illinois",0.056327769,0.943672231
"Pike County, Illinois",0.121362623,0.878637377
"Pope County, Illinois",0.098993289,0.901006711
"Pulaski County, Illinois",0.124703892,0.875296108
"Putnam County, Illinois",0.095262354,0.904737646
"Randolph County, Illinois",0.086186186,0.913813814
"Richland County, Illinois",0.10010663,0.89989337
"Rock Island County, Illinois",0.104701579,0.895298421
"St. Clair County, Illinois",0.110077549,0.889922451
"Saline County, Illinois",0.124031966,0.875968034
"Sangamon County, Illinois",0.085435797,0.914564203
"Schuyler County, Illinois",0.16422367,0.83577633
"Scott County, Illinois",0.10765688,0.89234312
"Shelby County, Illinois",0.084496159,0.915503841
"Stark County, Illinois",0.09386344,0.90613656
"Stephenson County, Illinois",0.088446095,0.911553905
"Tazewell County, Illinois",0.076542877,0.923457123
"Union County, Illinois",0.119234966,0.880765034
"Vermilion County, Illinois",0.110797836,0.889202164
"Wabash County, Illinois",0.097894284,0.902105716
"Warren County, Illinois",0.109014437,0.890985563
"Washington County, Illinois",0.075541579,0.924458421
"Wayne County, Illinois",0.093040116,0.906959884
"White County, Illinois",0.105403884,0.894596116
"Whiteside County, Illinois",0.100080966,0.899919034
"Will County, Illinois",0.092374998,0.907625002
"Williamson County, Illinois",0.105578487,0.894421513
"Winnebago County, Illinois",0.118252204,0.881747796
"Woodford County, Illinois",0.065609623,0.934390377
"Adams County, Indiana",0.259392767,0.740607233
"Allen County, Indiana",0.14512603,0.85487397
"Bartholomew County, Indiana",0.122347758,0.877652242
"Benton County, Indiana",0.157659208,0.842340792
"Blackford County, Indiana",0.169742887,0.830257113
"Boone County, Indiana",0.0853511,0.9146489
"Brown County, Indiana",0.156086782,0.843913218
"Carroll County, Indiana",0.147442327,0.852557673
"Cass County, Indiana",0.16638558,0.83361442
"Clark County, Indiana",0.13538431,0.86461569
"Clay County, Indiana",0.14245251,0.85754749
"Clinton County, Indiana",0.147066098,0.852933902
"Crawford County, Indiana",0.113928842,0.886071158
"Daviess County, Indiana",0.205652284,0.794347716
"Dearborn County, Indiana",0.10431589,0.89568411
"Decatur County, Indiana",0.142663412,0.857336588
"DeKalb County, Indiana",0.134852099,0.865147901
"Delaware County, Indiana",0.133063297,0.866936703
"Dubois County, Indiana",0.085966733,0.914033267
"Elkhart County, Indiana",0.199327631,0.800672369
"Fayette County, Indiana",0.177686301,0.822313699
"Floyd County, Indiana",0.11728279,0.88271721
"Fountain County, Indiana",0.112260058,0.887739942
"Franklin County, Indiana",0.101616426,0.898383574
"Fulton County, Indiana",0.139170462,0.860829538
"Gibson County, Indiana",0.108742971,0.891257029
"Grant County, Indiana",0.140053027,0.859946973
"Greene County, Indiana",0.139530614,0.860469386
"Hamilton County, Indiana",0.073659994,0.926340006
"Hancock County, Indiana",0.102627608,0.897372392
"Harrison County, Indiana",0.104406204,0.895593796
"Hendricks County, Indiana",0.088013145,0.911986855
"Henry County, Indiana",0.157962199,0.842037801
"Howard County, Indiana",0.129985121,0.870014879
"Huntington County, Indiana",0.117724469,0.882275531
"Jackson County, Indiana",0.147323632,0.852676368
"Jasper County, Indiana",0.116640464,0.883359536
"Jay County, Indiana",0.133814521,0.866185479
"Jefferson County, Indiana",0.137960913,0.862039087
"Jennings County, Indiana",0.135374928,0.864625072
"Johnson County, Indiana",0.105513201,0.894486799
"Knox County, Indiana",0.148665309,0.851334691
"Kosciusko County, Indiana",0.156305575,0.843694425
"LaGrange County, Indiana",0.444621768,0.555378232
"Lake County, Indiana",0.146241418,0.853758582
"LaPorte County, Indiana",0.123304899,0.876695101
"Lawrence County, Indiana",0.143991355,0.856008645
"Madison County, Indiana",0.145592773,0.854407227
"Marion County, Indiana",0.165909163,0.834090837
"Marshall County, Indiana",0.156109083,0.843890917
"Martin County, Indiana",0.132190103,0.867809897
"Miami County, Indiana",0.136740973,0.863259027
"Monroe County, Indiana",0.113653063,0.886346937
"Montgomery County, Indiana",0.13812052,0.86187948
"Morgan County, Indiana",0.124572559,0.875427441
"Newton County, Indiana",0.151493446,0.848506554
"Noble County, Indiana",0.147721197,0.852278803
"Ohio County, Indiana",0.142500831,0.857499169
"Orange County, Indiana",0.145369706,0.854630294
"Owen County, Indiana",0.177728264,0.822271736
"Parke County, Indiana",0.161811474,0.838188526
"Perry County, Indiana",0.112161098,0.887838902
"Pike County, Indiana",0.113153268,0.886846732
"Porter County, Indiana",0.108858927,0.891141073
"Posey County, Indiana",0.069462493,0.930537507
"Pulaski County, Indiana",0.147999382,0.852000618
"Putnam County, Indiana",0.13107148,0.86892852
"Randolph County, Indiana",0.152226848,0.847773152
"Ripley County, Indiana",0.099453591,0.900546409
"Rush County, Indiana",0.133908521,0.866091479
"St. Joseph County, Indiana",0.135858034,0.864141966
"Scott County, Indiana",0.139387002,0.860612998
"Shelby County, Indiana",0.144561789,0.855438211
"Spencer County, Indiana",0.096513708,0.903486292
"Starke County, Indiana",0.131995685,0.868004315
"Steuben County, Indiana",0.125704173,0.874295827
"Sullivan County, Indiana",0.162794357,0.837205643
"Switzerland County, Indiana",0.194986072,0.805013928
"Tippecanoe County, Indiana",0.122033322,0.877966678
"Tipton County, Indiana",0.137457266,0.862542734
"Union County, Indiana",0.13818132,0.86181868
"Vanderburgh County, Indiana",0.124797443,0.875202557
"Vermillion County, Indiana",0.131433297,0.868566703
"Vigo County, Indiana",0.154370493,0.845629507
"Wabash County, Indiana",0.102641438,0.897358562
"Warren County, Indiana",0.066282421,0.933717579
"Warrick County, Indiana",0.08200448,0.91799552
"Washington County, Indiana",0.141734271,0.858265729
"Wayne County, Indiana",0.175026395,0.824973605
"Wells County, Indiana",0.114803514,0.885196486
"White County, Indiana",0.112442663,0.887557337
"Whitley County, Indiana",0.090972666,0.909027334
"Adair County, Iowa",0.068018932,0.931981068
"Adams County, Iowa",0.077303488,0.922696512
"Allamakee County, Iowa",0.116937523,0.883062477
"Appanoose County, Iowa",0.121926067,0.878073933
"Audubon County, Iowa",0.09544431,0.90455569
"Benton County, Iowa",0.058585071,0.941414929
"Black Hawk County, Iowa",0.075421989,0.924578011
"Boone County, Iowa",0.083913365,0.916086635
"Bremer County, Iowa",0.037086203,0.962913797
"Buchanan County, Iowa",0.1025418,0.8974582
"Buena Vista County, Iowa",0.117664567,0.882335433
"Butler County, Iowa",0.073255339,0.926744661
"Calhoun County, Iowa",0.072979557,0.927020443
"Carroll County, Iowa",0.05217092,0.94782908
"Cass County, Iowa",0.086549186,0.913450814
"Cedar County, Iowa",0.049056811,0.950943189
"Cerro Gordo County, Iowa",0.081405074,0.918594926
"Cherokee County, Iowa",0.080652118,0.919347882
"Chickasaw County, Iowa",0.068071845,0.931928155
"Clarke County, Iowa",0.130658211,0.869341789
"Clay County, Iowa",0.085088096,0.914911904
"Clayton County, Iowa",0.088720186,0.911279814
"Clinton County, Iowa",0.077933396,0.922066604
"Crawford County, Iowa",0.121286838,0.878713162
"Dallas County, Iowa",0.05972732,0.94027268
"Davis County, Iowa",0.239105239,0.760894761
"Decatur County, Iowa",0.128945437,0.871054563
"Delaware County, Iowa",0.052443933,0.947556067
"Des Moines County, Iowa",0.089100934,0.910899066
"Dickinson County, Iowa",0.079975983,0.920024017
"Dubuque County, Iowa",0.056389897,0.943610103
"Emmet County, Iowa",0.115931648,0.884068352
"Fayette County, Iowa",0.092603521,0.907396479
"Floyd County, Iowa",0.091856596,0.908143404
"Franklin County, Iowa",0.086226741,0.913773259
"Fremont County, Iowa",0.08696269,0.91303731
"Greene County, Iowa",0.070745908,0.929254092
"Grundy County, Iowa",0.053804703,0.946195297
"Guthrie County, Iowa",0.082109228,0.917890772
"Hamilton County, Iowa",0.100685293,0.899314707
"Hancock County, Iowa",0.051358967,0.948641033
"Hardin County, Iowa",0.075600356,0.924399644
"Harrison County, Iowa",0.088670294,0.911329706
"Henry County, Iowa",0.087509778,0.912490222
"Howard County, Iowa",0.088206992,0.911793008
"Humboldt County, Iowa",0.073147859,0.926852141
"Ida County, Iowa",0.084028777,0.915971223
"Iowa County, Iowa",0.052221599,0.947778401
"Jackson County, Iowa",0.077456826,0.922543174
"Jasper County, Iowa",0.082937982,0.917062018
"Jefferson County, Iowa",0.141980046,0.858019954
"Johnson County, Iowa",0.073269642,0.926730358
"Jones County, Iowa",0.059967837,0.940032163
"Keokuk County, Iowa",0.070304097,0.929695903
"Kossuth County, Iowa",0.060933563,0.939066437
"Lee County, Iowa",0.112064759,0.887935241
"Linn County, Iowa",0.06864679,0.93135321
"Louisa County, Iowa",0.094410606,0.905589394
"Lucas County, Iowa",0.102780997,0.897219003
"Lyon County, Iowa",0.091730368,0.908269632
"Madison County, Iowa",0.072257897,0.927742103
"Mahaska County, Iowa",0.066988017,0.933011983
"Marion County, Iowa",0.052443529,0.947556471
"Marshall County, Iowa",0.085254611,0.914745389
"Mills County, Iowa",0.066229687,0.933770313
"Mitchell County, Iowa",0.106018827,0.893981173
"Monona County, Iowa",0.08653308,0.91346692
"Monroe County, Iowa",0.120634921,0.879365079
"Montgomery County, Iowa",0.091665055,0.908334945
"Muscatine County, Iowa",0.093542148,0.906457852
"O'Brien County, Iowa",0.079462103,0.920537897
"Osceola County, Iowa",0.10353208,0.89646792
"Page County, Iowa",0.10705032,0.89294968
"Palo Alto County, Iowa",0.071925754,0.928074246
"Plymouth County, Iowa",0.053839902,0.946160098
"Pocahontas County, Iowa",0.084685454,0.915314546
"Polk County, Iowa",0.078649848,0.921350152
"Pottawattamie County, Iowa",0.107272075,0.892727925
"Poweshiek County, Iowa",0.069376694,0.930623306
"Ringgold County, Iowa",0.167886179,0.832113821
"Sac County, Iowa",0.071091001,0.928908999
"Scott County, Iowa",0.092366568,0.907633432
"Shelby County, Iowa",0.073672623,0.926327377
"Sioux County, Iowa",0.080439729,0.919560271
"Story County, Iowa",0.058478635,0.941521365
"Tama County, Iowa",0.095343551,0.904656449
"Taylor County, Iowa",0.113599215,0.886400785
"Union County, Iowa",0.100298315,0.899701685
"Van Buren County, Iowa",0.151830339,0.848169661
"Wapello County, Iowa",0.10978991,0.89021009
"Warren County, Iowa",0.051915095,0.948084905
"Washington County, Iowa",0.093072791,0.906927209
"Wayne County, Iowa",0.108383806,0.891616194
"Webster County, Iowa",0.105082475,0.894917525
"Winnebago County, Iowa",0.055124149,0.944875851
"Winneshiek County, Iowa",0.05537286,0.94462714
"Woodbury County, Iowa",0.117063023,0.882936977
"Worth County, Iowa",0.082551595,0.917448405
"Wright County, Iowa",0.083710055,0.916289945
"Allen County, Kansas",0.132877869,0.867122131
"Anderson County, Kansas",0.135992863,0.864007137
"Atchison County, Kansas",0.13991894,0.86008106
"Barber County, Kansas",0.109693353,0.890306647
"Barton County, Kansas",0.151422577,0.848577423
"Bourbon County, Kansas",0.110989761,0.889010239
"Brown County, Kansas",0.133285816,0.866714184
"Butler County, Kansas",0.097891848,0.902108152
"Chase County, Kansas",0.128440367,0.871559633
"Chautauqua County, Kansas",0.169583931,0.830416069
"Cherokee County, Kansas",0.145107399,0.854892601
"Cheyenne County, Kansas",0.132730015,0.867269985
"Clark County, Kansas",0.099384761,0.900615239
"Clay County, Kansas",0.065597846,0.934402154
"Cloud County, Kansas",0.154089422,0.845910578
"Coffey County, Kansas",0.102282232,0.897717768
"Comanche County, Kansas",0.114798694,0.885201306
"Cowley County, Kansas",0.11538023,0.88461977
"Crawford County, Kansas",0.148408979,0.851591021
"Decatur County, Kansas",0.14751773,0.85248227
"Dickinson County, Kansas",0.097325253,0.902674747
"Doniphan County, Kansas",0.127324016,0.872675984
"Douglas County, Kansas",0.125264359,0.874735641
"Edwards County, Kansas",0.155060034,0.844939966
"Elk County, Kansas",0.131214953,0.868785047
"Ellis County, Kansas",0.094984962,0.905015038
"Ellsworth County, Kansas",0.083532659,0.916467341
"Finney County, Kansas",0.165146827,0.834853173
"Ford County, Kansas",0.183498079,0.816501921
"Franklin County, Kansas",0.096384603,0.903615397
"Geary County, Kansas",0.108474998,0.891525002
"Gove County, Kansas",0.123031856,0.876968144
"Graham County, Kansas",0.073512252,0.926487748
"Grant County, Kansas",0.171145686,0.828854314
"Gray County, Kansas",0.132291141,0.867708859
"Greeley County, Kansas",0.066108787,0.933891213
"Greenwood County, Kansas",0.117362088,0.882637912
"Hamilton County, Kansas",0.219595883,0.780404117
"Harper County, Kansas",0.119226076,0.880773924
"Harvey County, Kansas",0.098825115,0.901174885
"Haskell County, Kansas",0.190086622,0.809913378
"Hodgeman County, Kansas",0.15078534,0.84921466
"Jackson County, Kansas",0.087698204,0.912301796
"Jefferson County, Kansas",0.091269204,0.908730796
"Jewell County, Kansas",0.078982155,0.921017845
"Johnson County, Kansas",0.081780568,0.918219432
"Kearny County, Kansas",0.092156355,0.907843645
"Kingman County, Kansas",0.129893937,0.870106063
"Kiowa County, Kansas",0.133848657,0.866151343
"Labette County, Kansas",0.138005365,0.861994635
"Lane County, Kansas",0.087622549,0.912377451
"Leavenworth County, Kansas",0.090722998,0.909277002
"Lincoln County, Kansas",0.116436153,0.883563847
"Linn County, Kansas",0.107014578,0.892985422
"Logan County, Kansas",0.113910186,0.886089814
"Lyon County, Kansas",0.162660789,0.837339211
"McPherson County, Kansas",0.07554145,0.92445855
"Marion County, Kansas",0.090019082,0.909980918
"Marshall County, Kansas",0.095529076,0.904470924
"Meade County, Kansas",0.111085397,0.888914603
"Miami County, Kansas",0.095921028,0.904078972
"Mitchell County, Kansas",0.066319896,0.933680104
"Montgomery County, Kansas",0.151744801,0.848255199
"Morris County, Kansas",0.101223776,0.898776224
"Morton County, Kansas",0.0975212,0.9024788
"Nemaha County, Kansas",0.065714286,0.934285714
"Neosho County, Kansas",0.113688236,0.886311764
"Ness County, Kansas",0.08248439,0.91751561
"Norton County, Kansas",0.105494046,0.894505954
"Osage County, Kansas",0.12009035,0.87990965
"Osborne County, Kansas",0.095379627,0.904620373
"Ottawa County, Kansas",0.122380553,0.877619447
"Pawnee County, Kansas",0.141277024,0.858722976
"Phillips County, Kansas",0.088435374,0.911564626
"Pottawatomie County, Kansas",0.078043179,0.921956821
"Pratt County, Kansas",0.103380135,0.896619865
"Rawlins County, Kansas",0.079761905,0.920238095
"Reno County, Kansas",0.133521392,0.866478608
"Republic County, Kansas",0.107869885,0.892130115
"Rice County, Kansas",0.152614512,0.847385488
"Riley County, Kansas",0.075358128,0.924641872
"Rooks County, Kansas",0.116932271,0.883067729
"Rush County, Kansas",0.100856327,0.899143673
"Russell County, Kansas",0.080333626,0.919666374
"Saline County, Kansas",0.139574654,0.860425346
"Scott County, Kansas",0.079557105,0.920442895
"Sedgwick County, Kansas",0.136529881,0.863470119
"Seward County, Kansas",0.192682399,0.807317601
"Shawnee County, Kansas",0.119839165,0.880160835
"Sheridan County, Kansas",0.098086124,0.901913876
"Sherman County, Kansas",0.159900166,0.840099834
"Smith County, Kansas",0.082188089,0.917811911
"Stafford County, Kansas",0.125761124,0.874238876
"Stanton County, Kansas",0.132400932,0.867599068
"Stevens County, Kansas",0.154852395,0.845147605
"Sumner County, Kansas",0.110696357,0.889303643
"Thomas County, Kansas",0.074306177,0.925693823
"Trego County, Kansas",0.119902405,0.880097595
"Wabaunsee County, Kansas",0.080640508,0.919359492
"Wallace County, Kansas",0.154738878,0.845261122
"Washington County, Kansas",0.101682778,0.898317222
"Wichita County, Kansas",0.134307903,0.865692097
"Wilson County, Kansas",0.203756906,0.796243094
"Woodson County, Kansas",0.157549234,0.842450766
"Wyandotte County, Kansas",0.239646447,0.760353553
"Adair County, Kentucky",0.170575693,0.829424307
"Allen County, Kentucky",0.16495876,0.83504124
"Anderson County, Kentucky",0.112946636,0.887053364
"Ballard County, Kentucky",0.124800589,0.875199411
"Barren County, Kentucky",0.150364092,0.849635908
"Bath County, Kentucky",0.164047235,0.835952765
"Bell County, Kentucky",0.178913504,0.821086496
"Boone County, Kentucky",0.086034525,0.913965475
"Bourbon County, Kentucky",0.14129222,0.85870778
"Boyd County, Kentucky",0.134582298,0.865417702
"Boyle County, Kentucky",0.126699254,0.873300746
"Bracken County, Kentucky",0.091827037,0.908172963
"Breathitt County, Kentucky",0.152341434,0.847658566
"Breckinridge County, Kentucky",0.161939847,0.838060153
"Bullitt County, Kentucky",0.087042584,0.912957416
"Butler County, Kentucky",0.140837239,0.859162761
"Caldwell County, Kentucky",0.141265982,0.858734018
"Calloway County, Kentucky",0.119272902,0.880727098
"Campbell County, Kentucky",0.117082555,0.882917445
"Carlisle County, Kentucky",0.152327221,0.847672779
"Carroll County, Kentucky",0.176208952,0.823791048
"Carter County, Kentucky",0.155518703,0.844481297
"Casey County, Kentucky",0.193772287,0.806227713
"Christian County, Kentucky",0.156369335,0.843630665
"Clark County, Kentucky",0.129560748,0.870439252
"Clay County, Kentucky",0.139696203,0.860303797
"Clinton County, Kentucky",0.132077352,0.867922648
"Crittenden County, Kentucky",0.178874325,0.821125675
"Cumberland County, Kentucky",0.219783479,0.780216521
"Daviess County, Kentucky",0.104986794,0.895013206
"Edmonson County, Kentucky",0.104227224,0.895772776
"Elliott County, Kentucky",0.154573666,0.845426334
"Estill County, Kentucky",0.155723497,0.844276503
"Fayette County, Kentucky",0.131055207,0.868944793
"Fleming County, Kentucky",0.20128391,0.79871609
"Floyd County, Kentucky",0.168158401,0.831841599
"Franklin County, Kentucky",0.131222838,0.868777162
"Fulton County, Kentucky",0.16469252,0.83530748
"Gallatin County, Kentucky",0.155739645,0.844260355
"Garrard County, Kentucky",0.160040532,0.839959468
"Grant County, Kentucky",0.131655891,0.868344109
"Graves County, Kentucky",0.142745225,0.857254775
"Grayson County, Kentucky",0.161799248,0.838200752
"Green County, Kentucky",0.137850045,0.862149955
"Greenup County, Kentucky",0.140601275,0.859398725
"Hancock County, Kentucky",0.09249767,0.90750233
"Hardin County, Kentucky",0.114650439,0.885349561
"Harlan County, Kentucky",0.177798982,0.822201018
"Harrison County, Kentucky",0.156978636,0.843021364
"Hart County, Kentucky",0.174377616,0.825622384
"Henderson County, Kentucky",0.126721824,0.873278176
"Henry County, Kentucky",0.121344363,0.878655637
"Hickman County, Kentucky",0.157734205,0.842265795
"Hopkins County, Kentucky",0.136938985,0.863061015
"Jackson County, Kentucky",0.190440175,0.809559825
"Jefferson County, Kentucky",0.121724674,0.878275326
"Jessamine County, Kentucky",0.130553685,0.869446315
"Johnson County, Kentucky",0.130680829,0.869319171
"Kenton County, Kentucky",0.119430013,0.880569987
"Knott County, Kentucky",0.168972641,0.831027359
"Knox County, Kentucky",0.162459115,0.837540885
"Larue County, Kentucky",0.135911124,0.864088876
"Laurel County, Kentucky",0.1749231,0.8250769
"Lawrence County, Kentucky",0.150962577,0.849037423
"Lee County, Kentucky",0.162647961,0.837352039
"Leslie County, Kentucky",0.1562242,0.8437758
"Letcher County, Kentucky",0.148506521,0.851493479
"Lewis County, Kentucky",0.174040006,0.825959994
"Lincoln County, Kentucky",0.173548626,0.826451374
"Livingston County, Kentucky",0.135164013,0.864835987
"Logan County, Kentucky",0.159650576,0.840349424
"Lyon County, Kentucky",0.099618482,0.900381518
"McCracken County, Kentucky",0.123523477,0.876476523
"McCreary County, Kentucky",0.134586238,0.865413762
"McLean County, Kentucky",0.102547771,0.897452229
"Madison County, Kentucky",0.129008273,0.870991727
"Magoffin County, Kentucky",0.170430895,0.829569105
"Marion County, Kentucky",0.11577208,0.88422792
"Marshall County, Kentucky",0.093175596,0.906824404
"Martin County, Kentucky",0.155675868,0.844324132
"Mason County, Kentucky",0.136435562,0.863564438
"Meade County, Kentucky",0.131453239,0.868546761
"Menifee County, Kentucky",0.140089657,0.859910343
"Mercer County, Kentucky",0.131733132,0.868266868
"Metcalfe County, Kentucky",0.189325277,0.810674723
"Monroe County, Kentucky",0.125715358,0.874284642
"Montgomery County, Kentucky",0.138243477,0.861756523
"Morgan County, Kentucky",0.135722133,0.864277867
"Muhlenberg County, Kentucky",0.141482194,0.858517806
"Nelson County, Kentucky",0.118693417,0.881306583
"Nicholas County, Kentucky",0.163356362,0.836643638
"Ohio County, Kentucky",0.113983499,0.886016501
"Oldham County, Kentucky",0.061943814,0.938056186
"Owen County, Kentucky",0.119809648,0.880190352
"Owsley County, Kentucky",0.14666956,0.85333044
"Pendleton County, Kentucky",0.104352602,0.895647398
"Perry County, Kentucky",0.173710446,0.826289554
"Pike County, Kentucky",0.130559744,0.869440256
"Powell County, Kentucky",0.166518471,0.833481529
"Pulaski County, Kentucky",0.135042899,0.864957101
"Robertson County, Kentucky",0.143444495,0.856555505
"Rockcastle County, Kentucky",0.129866235,0.870133765
"Rowan County, Kentucky",0.157903787,0.842096213
"Russell County, Kentucky",0.178553045,0.821446955
"Scott County, Kentucky",0.092193506,0.907806494
"Shelby County, Kentucky",0.140955623,0.859044377
"Simpson County, Kentucky",0.1581085,0.8418915
"Spencer County, Kentucky",0.079595376,0.920404624
"Taylor County, Kentucky",0.168532062,0.831467938
"Todd County, Kentucky",0.205669137,0.794330863
"Trigg County, Kentucky",0.173649316,0.826350684
"Trimble County, Kentucky",0.145906665,0.854093335
"Union County, Kentucky",0.171156788,0.828843212
"Warren County, Kentucky",0.134833302,0.865166698
"Washington County, Kentucky",0.10829925,0.89170075
"Wayne County, Kentucky",0.155837166,0.844162834
"Webster County, Kentucky",0.146905069,0.853094931
"Whitley County, Kentucky",0.160067469,0.839932531
"Wolfe County, Kentucky",0.133491753,0.866508247
"Woodford County, Kentucky",0.1240908,0.8759092
"Acadia Parish, Louisiana",0.165102515,0.834897485
"Allen Parish, Louisiana",0.152528168,0.847471832
"Ascension Parish, Louisiana",0.124655728,0.875344272
"Assumption Parish, Louisiana",0.153614721,0.846385279
"Avoyelles Parish, Louisiana",0.18573645,0.81426355
"Beauregard Parish, Louisiana",0.17315192,0.82684808
"Bienville Parish, Louisiana",0.158760049,0.841239951
"Bossier Parish, Louisiana",0.142728294,0.857271706
"Caddo Parish, Louisiana",0.17298742,0.82701258
"Calcasieu Parish, Louisiana",0.163888442,0.836111558
"Caldwell Parish, Louisiana",0.220637234,0.779362766
"Cameron Parish, Louisiana",0.124850478,0.875149522
"Catahoula Parish, Louisiana",0.283821329,0.716178671
"Claiborne Parish, Louisiana",0.200599401,0.799400599
"Concordia Parish, Louisiana",0.260867263,0.739132737
"De Soto Parish, Louisiana",0.170410795,0.829589205
"East Baton Rouge Parish, Louisiana",0.137365507,0.862634493
"East Carroll Parish, Louisiana",0.292382142,0.707617858
"East Feliciana Parish, Louisiana",0.152671322,0.847328678
"Evangeline Parish, Louisiana",0.144811425,0.855188575
"Franklin Parish, Louisiana",0.227024497,0.772975503
"Grant Parish, Louisiana",0.172314158,0.827685842
"Iberia Parish, Louisiana",0.16919862,0.83080138
"Iberville Parish, Louisiana",0.138458422,0.861541578
"Jackson Parish, Louisiana",0.159824814,0.840175186
"Jefferson Parish, Louisiana",0.176987313,0.823012687
"Jefferson Davis Parish, Louisiana",0.145034224,0.854965776
"Lafayette Parish, Louisiana",0.161096002,0.838903998
"Lafourche Parish, Louisiana",0.163716584,0.836283416
"LaSalle Parish, Louisiana",0.166460531,0.833539469
"Lincoln Parish, Louisiana",0.184875934,0.815124066
"Livingston Parish, Louisiana",0.165542883,0.834457117
"Madison Parish, Louisiana",0.366946514,0.633053486
"Morehouse Parish, Louisiana",0.222364893,0.777635107
"Natchitoches Parish, Louisiana",0.188670945,0.811329055
"Orleans Parish, Louisiana",0.178425553,0.821574447
"Ouachita Parish, Louisiana",0.218946662,0.781053338
"Plaquemines Parish, Louisiana",0.129619077,0.870380923
"Pointe Coupee Parish, Louisiana",0.158996748,0.841003252
"Rapides Parish, Louisiana",0.16182393,0.83817607
"Red River Parish, Louisiana",0.187407492,0.812592508
"Richland Parish, Louisiana",0.34116645,0.65883355
"Sabine Parish, Louisiana",0.173193717,0.826806283
"St. Bernard Parish, Louisiana",0.134398312,0.865601688
